id,name,ace,df,1stWon,2ndWon,bpSaved,bpLost,matches,hard,clay,grass
200033,Serena Williams,0.1075085324232082,0.03526734926052332,0.7264957264957265,0.5410094637223974,0.668918918918919,0.4416243654822335,23,16,1,0
202468,Jessica Pegula,0.05,0.0375,0.62,0.75,0.8,0.19999999999999996,1,0,0,0
216153,Amanda Anisimova,0.027777777777777776,0.08333333333333333,0.5454545454545454,0,0.0,0.0,1,0,0,0
201496,Caroline Wozniacki,0.05063291139240506,0.0379746835443038,0.6071428571428571,0,0.5384615384615384,0.33333333333333337,1,0,0,0
201696,Laura Siegemund,0.01818181818181818,0.01818181818181818,0.5777777777777777,0,0.25,0.16666666666666663,1,0,0,0
202446,Eugenie Bouchard,0.0,0.033707865168539325,0.5645161290322581,0,0.6111111111111112,0.5,1,0,0,0
201504,Julia Goerges,0.04081632653061224,0.10204081632653061,0.7142857142857143,1.0,0.625,0.0,1,0,0,0
201427,Alize Cornet,0.0,0.09090909090909091,0.5,0.8571428571428571,0.6,0,1,0,0,0
201539,Christina Mchale,0.06097560975609756,0.036585365853658534,0.5178571428571429,1.0,0.5,0.4444444444444444,1,0,0,0
221103,Cori Gauff,0.024096385542168676,0.08433734939759036,0.5576923076923077,0,0.38461538461538464,0.7142857142857143,1,0,0,0
214082,Darya Kasatkina,0.01639344262295082,0.08196721311475409,0.4594594594594595,0,0.125,0.5714285714285714,1,0,0,0
201614,Caroline Garcia,0.046153846153846156,0.0,0.6170212765957447,0,0.7272727272727273,0.19999999999999996,1,0,0,0
201616,Lauren Davis,0.024691358024691357,0.037037037037037035,0.5517241379310345,0,0.36363636363636365,0.33333333333333337,1,0,0,0
213525,Jil Belen Teichmann,0.03389830508474576,0.03389830508474576,0.6216216216216216,0,0.5,0.0,1,0,0,0
214461,Tamara Zidansek,0.0,0.03636363636363636,0.6060606060606061,0,0.42857142857142855,0,1,0,0,0
201549,Petra Martic,0.0400200100050025,0.03301650825412707,0.6464401294498382,0.5618631732168851,0.6462264150943396,0.37387387387387383,25,8,6,0
202429,Camila Giorgi,0.020833333333333332,0.08333333333333333,0.64,0.7272727272727273,0.4,0.0,1,0,0,0
215983,Ann Li,0.015873015873015872,0.015873015873015872,0.5217391304347826,0,0.3333333333333333,0.25,1,0,0,0
214149,Viktoria Kuzmova,0.04878048780487805,0.07317073170731707,0.5769230769230769,0,0.0,0.0,1,0,0,0
216083,Caty Mcnally,0.0,0.0392156862745098,0.48148148148148145,1.0,0.25,0.6666666666666667,1,0,0,0
203462,Kateryna Kozlova,0.04918032786885246,0.03278688524590164,0.5238095238095238,0,0.375,0.33333333333333337,1,0,0,0
201521,Carla Suarez Navarro,0.0,0.0,0.66,0,0.4444444444444444,0.5,1,0,0,0
201465,Kirsten Flipkens,0.0,0.05970149253731343,0.7045454545454546,1.0,0.5,0.33333333333333337,1,0,0,0
203501,Taylor Townsend,0.0967741935483871,0.03225806451612903,0.75,1.0,0.6,0.25,1,0,0,0
212805,Paige Mary Hourigan,0.0,0.05555555555555555,0.4166666666666667,0,0.375,0,1,0,0,0
201478,Varvara Lepchenko,0.012345679012345678,0.024691358024691357,0.5084745762711864,0,0.45454545454545453,0.8,1,0,0,0
221173,Valentina Ivanov,0.0,0.024096385542168676,0.603448275862069,0,0.7142857142857143,0.19999999999999996,1,0,0,0
213889,Greetje Minnen,0.08064516129032258,0.016129032258064516,0.6216216216216216,0.6428571428571429,0.5,0.19999999999999996,1,0,0,0
202490,Rebecca Peterson,0.01834862385321101,0.027522935779816515,0.48148148148148145,0.8571428571428571,0.631578947368421,0.4666666666666667,1,0,0,0
214263,Catherine Cartan Bellis,0.017241379310344827,0.034482758620689655,0.4722222222222222,1.0,0.45454545454545453,0.6666666666666667,1,0,0,0
204434,Ysaline Bonaventure,0.009615384615384616,0.09615384615384616,0.546875,0.7894736842105263,0.6111111111111112,0.5454545454545454,1,0,0,0
213672,Usue Maitane Arconada,0.0,0.018691588785046728,0.625,0,0.6428571428571429,0.33333333333333337,1,0,0,0
201662,Karolina Pliskova,0.07578558225508318,0.05483672211953173,0.7103174603174603,0.5495145631067961,0.6621621621621622,0.42937853107344637,22,9,5,0
201619,Madison Keys,0.08035714285714286,0.015306122448979591,0.7015209125475285,0.5603448275862069,0.559322033898305,0.4838709677419355,13,8,0,0
201520,Petra Kvitova,0.06869806094182826,0.06038781163434903,0.6827344434706398,0.6243093922651933,0.5843373493975904,0.42164179104477617,27,15,5,0
211768,Naomi Osaka,0.09728978457261987,0.03335649756775538,0.742822966507177,0.5574074074074075,0.6754385964912281,0.3920454545454546,20,16,0,0
206108,Jennifer Brady,0.04838709677419355,0.06451612903225806,0.65625,0.5625,0.625,0.0,1,0,0,0
203389,Danielle Rose Collins,0.015625,0.03125,0.5238095238095238,0.8181818181818182,0.6,0,1,0,0,0
202428,Kiki Bertens,0.06153846153846154,0.05418060200668896,0.674074074074074,0.53125,0.5823529411764706,0.5260416666666667,21,10,5,0
201590,Alison Riske,0.03222918531781558,0.07788719785138765,0.6369958275382476,0.5841584158415841,0.578125,0.4700854700854701,14,6,0,0
202458,Ashleigh Barty,0.0766990291262136,0.02524271844660194,0.7352472089314195,0.5134408602150538,0.6590909090909091,0.5339805825242718,15,11,0,0
214643,Ludmilla Samsonova,0.175,0.075,0.8181818181818182,0,0.0,0,1,0,0,0
201709,Yulia Putintseva,0.0,0.02040816326530612,0.45714285714285713,0,0.4,0.0,1,0,0,0
201325,Samantha Stosur,0.03389830508474576,0.06779661016949153,0.6410256410256411,0,0.25,0.5,1,0,0,0
204426,Anett Kontaveit,0.04922480620155039,0.03178294573643411,0.6652307692307692,0.5258215962441315,0.5745454545454546,0.5196078431372548,35,19,5,0
213550,Sofia Kenin,0.02792607802874743,0.039014373716632446,0.6614832535885168,0.5540123456790124,0.6134453781512605,0.4758364312267658,33,18,6,0
201366,Barbora Zahlavova Strycova,0.014492753623188406,0.043478260869565216,0.5454545454545454,1.0,0.2857142857142857,1.0,1,0,0,0
201548,Ajla Tomljanovic,0.05319148936170213,0.0425531914893617,0.6551724137931034,0.7368421052631579,0.3333333333333333,0.33333333333333337,1,0,0,0
201345,Maria Sharapova,0.08333333333333333,0.11458333333333333,0.7857142857142857,0.875,0.6666666666666666,0.5,1,0,0,0
201585,Sloane Stephens,0.05194805194805195,0.0,0.6610169491525424,0,0.4,0.25,1,0,0,0
201499,Anastasia Pavlyuchenkova,0.024096385542168676,0.04819277108433735,0.5714285714285714,0,0.6842105263157895,0.23076923076923073,1,0,0,0
202494,Elina Svitolina,0.03863080684596577,0.03471882640586797,0.6499189627228525,0.5191256830601093,0.5901639344262295,0.4392156862745098,30,11,10,0
202499,Donna Vekic,0.04504504504504504,0.06797706797706797,0.6567796610169492,0.5731414868105515,0.4732824427480916,0.4248366013071896,19,7,1,0
201493,Angelique Kerber,0.020089285714285716,0.04799107142857143,0.635,0.5495867768595041,0.6161616161616161,0.5232558139534884,13,7,0,0
213631,Marie Bouzkova,0.03636363636363636,0.03636363636363636,0.575,0,0.375,0.5,1,0,0,0
215035,Dayana Yastremska,0.013157894736842105,0.07894736842105263,0.6744186046511628,0.8666666666666667,0.42857142857142855,0.4,1,0,0,0
201444,Su Wei Hsieh,0.02127659574468085,0.10638297872340426,0.5217391304347826,0.8888888888888888,0.16666666666666666,0.18181818181818177,1,0,0,0
201545,Anastasija Sevastova,0.10144927536231885,0.014492753623188406,0.6097560975609756,0.6875,0.5,0.4,1,0,0,0
206289,Maria Sakkari,0.0637732506643047,0.053144375553587246,0.6654518950437318,0.5809906291834003,0.5670995670995671,0.4473684210526315,31,18,2,0
202427,Johanna Konta,0.0641025641025641,0.03663003663003663,0.7134587554269175,0.5809248554913294,0.5760869565217391,0.30714285714285716,17,7,1,0
214096,Karolina Muchova,0.07692307692307693,0.046153846153846156,0.5652173913043478,0,0.6666666666666666,0.16666666666666663,1,0,0,0
211880,Priscilla Hon,0.05714285714285714,0.0761904761904762,0.6,0.6666666666666666,0.6428571428571429,0.4285714285714286,1,0,0,0
206420,Ekaterina Alexandrova,0.06666666666666667,0.044444444444444446,0.6666666666666666,0,0.25,0.4,1,1,0,0
214981,Elena Rybakina,0.06504887091338052,0.044152342433434445,0.6959727736812252,0.5554511278195489,0.6227106227106227,0.44512195121951215,40,22,7,0
202469,Garbine Muguruza,0.06734434561626429,0.04489623041084286,0.6854678168546782,0.5121951219512195,0.6015625,0.419047619047619,31,17,6,0
201697,Kristyna Pliskova,0.13793103448275862,0.08620689655172414,0.7105263157894737,0,0.5,0.0,1,0,0,0
201610,Zarina Diyas,0.021505376344086023,0.03225806451612903,0.5405405405405406,0,0.375,0.4545454545454546,1,0,0,0
202492,Qiang Wang,0.027777777777777776,0.009259259259259259,0.5909090909090909,0.875,0.5625,0.4285714285714286,1,0,0,0
210722,Elise Mertens,0.05058365758754864,0.05252918287937743,0.6872688853671421,0.5543478260869565,0.6109324758842444,0.4832535885167464,47,25,9,0
201435,Kateryna Bondarenko,0.08695652173913043,0.07246376811594203,0.7575757575757576,0.6666666666666666,0.7692307692307693,1.0,1,0,0,0
215020,Anna Blinkova,0.032,0.088,0.5862068965517241,0,0.5909090909090909,0.2941176470588235,1,0,0,0
201603,Shelby Rogers,0.03571428571428571,0.08928571428571429,0.5757575757575758,0.6923076923076923,0.4,0.19999999999999996,1,0,0,0
205925,Aliaksandra Sasnovich,0.041237113402061855,0.020618556701030927,0.609375,0.7,0.5,0.625,1,0,0,0
201397,Shuai Peng,0.03571428571428571,0.03571428571428571,0.5714285714285714,0,0.2857142857142857,0.5,1,0,0,0
