id,name,surname,rank,country
104925,Novak,Djokovic,2,SRB
103819,Roger,Federer,3,SUI
106233,Dominic,Thiem,4,AUT
106421,Daniil,Medvedev,5,RUS
126774,Stefanos,Tsitsipas,6,GRE
100644,Alexander,Zverev,7,GER
126610,Matteo,Berrettini,8,ITA
104792,Gael,Monfils,9,FRA
105138,Roberto,Bautista Agut,10,ESP
105676,David,Goffin,11,BEL
104926,Fabio,Fognini,12,ITA
106043,Diego Sebastian,Schwartzman,13,ARG
133430,Denis,Shapovalov,14,CAN
104527,Stanislas,Wawrinka,15,SUI
105453,Kei,Nishikori,16,JPN
111575,Karen,Khachanov,17,RUS
200282,Alex,De Minaur,18,AUS
104545,John,Isner,19,USA
105777,Grigor,Dimitrov,20,BUL
200000,Felix,Auger Aliassime,21,CAN
106298,Lucas,Pouille,22,FRA
126094,Andrey,Rublev,23,RUS
105332,Benoit,Paire,24,FRA
105550,Guido,Pella,25,ARG
105932,Nikoloz,Basilashvili,26,GEO
105807,Pablo,Carreno Busta,27,ESP
106432,Borna,Coric,28,CRO
106401,Nick,Kyrgios,29,AUS
104542,Jo Wilfried,Tsonga,30,FRA
126203,Taylor Harry,Fritz,31,USA
105683,Milos,Raonic,32,CAN
106426,Christian,Garin,33,CHI
105583,Dusan,Lajovic,34,SRB
105526,Jan Lennard,Struff,35,GER
124187,Reilly,Opelka,36,USA
128034,Hubert,Hurkacz,37,POL
105227,Marin,Cilic,38,CRO
111513,Laslo,Djere,39,SRB
105936,Filip,Krajinovic,40,SRB
105077,Albert,Ramos,41,ESP
105554,Daniel,Evans,42,GBR
105173,Adrian,Mannarino,43,FRA
105023,Sam,Querrey,44,USA
104655,Pablo,Cuevas,45,URU
105430,Radu,Albot,46,MDA
126207,Francis,Tiafoe,47,USA
105357,John,Millman,48,AUS
104269,Fernando,Verdasco,49,ESP
106228,Juan Ignacio,Londero,50,ARG
132283,Lorenzo,Sonego,51,ITA
111815,Cameron,Norrie,52,GBR
134770,Casper,Ruud,53,NOR
104871,Jeremy,Chardy,54,FRA
122330,Alexander,Bublik,55,KAZ
200005,Ugo,Humbert,56,FRA
104468,Gilles,Simon,57,FRA
105379,Aljaz,Bedene,58,SLO
105311,Joao,Sousa,59,POR
104755,Richard,Gasquet,60,FRA
103852,Feliciano,Lopez,61,ESP
200175,Miomir,Kecmanovic,62,SRB
111442,Jordan,Thompson,63,AUS
104665,Pablo,Andujar,64,ESP
105732,Pierre Hugues,Herbert,65,FRA
105062,Mikhail,Kukushkin,66,KAZ
105575,Ricardas,Berankis,67,LTU
105815,Tennys,Sandgren,68,USA
106378,Kyle,Edmund,69,GBR
105916,Marton,Fucsovics,70,HUN
104312,Andreas,Seppi,71,ITA
106415,Yoshihito,Nishioka,72,JPN
106198,Hugo,Dellien,73,BOL
105643,Federico,Delbonis,74,ARG
106065,Marco,Cecchinato,75,ITA
144707,Mikael,Ymer,76,SWE
111797,Nicolas,Jarry,77,CHI
206173,Jannik,Sinner,78,ITA
104259,Philipp,Kohlschreiber,79,GER
106148,Roberto,Carballes Baena,80,ESP
144895,Corentin,Moutet,81,FRA
105882,Stefano,Travaglia,82,ITA
106296,Gregoire,Barrere,83,FRA
105449,Steve,Johnson,84,USA
200221,Alejandro,Davidovich Fokina,85,ESP
126952,Soon Woo,Kwon,86,KOR
106329,Thiago,Monteiro,87,BRA
104919,Leonardo,Mayer,88,ARG
144719,Jaume,Munar,89,ESP
126205,Tommy,Paul,90,USA
106000,Damir,Dzumhur,91,BIH
106034,Yasutaka,Uchiyama,92,JPN
106099,Salvatore,Caruso,93,ITA
200615,Alexei,Popyrin,94,AUS
136440,Dominik,Koepfer,95,GER
105902,James,Duckworth,96,AUS
111794,Kamil,Majchrzak,97,POL
106078,Egor,Gerasimov,98,BLR
144750,Lloyd George Muirhead,Harris,99,RSA
105216,Yuichi,Sugita,100,JPN
104745,Rafael,Nadal,1,ESP
110602,Dennis,Novak,99,AUT
105413,Andrej,Martin,100,SVK
106210,Jiri,Vesely,72,CZE
105577,Vasek,Pospisil,98,CAN
126149,Gianluca,Mager,77,ITA
105226,Attila,Balazs,79,HUN
200325,Emil,Ruusuvuori,100,FIN
106218,Marcos,Giron,96,USA
105948,Federico,Coria,98,ARG
105870,Yannick,Hanfmann,97,GER
124079,Pedro,Martinez Portero,97,ESP
104731,Kevin,Anderson,86,RSA
105613,Norbert,Gombos,88,SVK
