id,name,surname,rank,country
200001,Augusto,Stodart,1,ARG
200001,Martina,Hingis,1,SUI
200002,Caleb,Boland,48,AUS
200002,Mirjana,Lucic,48,CRO
200003,Jeremy,Beale,69,AUS
200003,Justine,Henin,69,BEL
200006,Hugo,Pontico,49,FRA
200006,Karina,Habsudova,49,SVK
200007,Quentin,Folliot,29,FRA
200007,Silvija,Talaja,29,CRO
200008,Alexis,Galarneau,96,CAN
200008,Alicia,Molik,96,AUS
200009,Benjamin,Sigouin,71,CAN
200009,Tamarine,Tanasugarn,71,THA
200010,Victor,Krustev,54,CAN
200010,Rita,Grande,54,ITA
200011,Arvid,Noren,66,SWE
200011,Katarina,Srebotnik,66,SLO
200012,Tim,Ruehl,88,GER
200012,Jana,Nejedly,88,CAN
200014,Digvijaypratap,Singh,96,IND
200014,Tzipi,Obziler,96,ISR
200015,Jayesh,Pungliya,67,IND
200015,Petra,Mandula,67,HUN
200016,Alex,Solanki,13,IND
200016,Sandrine,Testud,13,FRA
200017,Aditya,Deswal,17,IND
200017,Arantxa,Sanchez Vicario,17,ESP
200020,Morgan,Dill,28,USA
200020,Lisa,Raymond,28,USA
200021,Francisco,Bendana,100,NCA
200021,Alexia,Dechaume Balleret,100,FRA
200022,Taiki,Hashimoto,68,JPN
200022,Emmanuelle,Gagliardi,68,SUI
200024,Makoto,Ochi,88,JPN
200024,Maria,Vento Kabchi,88,VEN
200025,Amine,Mihrab,96,MAR
200025,Ludmila,Cervanova,96,SVK
200026,Feda,Bilic,98,AUS
200026,Florencia,Labat,98,ARG
200027,Blazo N,Djurovic,39,AUS
200027,Magui,Serna,39,ESP
200028,Yani Kimon,Doumanis,57,AUS
200028,Maureen,Drake,57,CAN
200030,Facundo,Juarez,95,ARG
200030,Miroslava,Vavrinec,95,SUI
200031,Lucas,Catarina,99,MON
200031,Meilen,Tu,99,USA
200032,Jose Roberto,Gueiros,8,BRA
200032,Barbara,Schett,8,AUT
200033,Kushaan,Nath,4,IND
200033,Serena,Williams,4,USA
200035,Lars,Klaverstijn,41,NED
200035,Maria,Sanchez Lorenzo,41,ESP
200036,Abhinav Sanjeev,Shanmugam,56,IND
200036,Nicole,Pratt,56,AUS
200037,Irfan,Hussain,30,IND
200037,Sabine,Appelmans,30,BEL
200039,Matthew Christopher,Romios,22,AUS
200039,Chanda,Rubin,22,USA
200040,Keanu,Ellen,47,USA
200040,Anna,Smashnova,47,ISR
200041,Dane,Dunlap,19,CAN
200041,Amy,Frazier,19,USA
200042,Tobias,Dankl,82,GER
200042,Els,Callens,82,BEL
200043,Yoga Argi,Syahputra,90,INA
200043,Virginie,Razzano,90,FRA
200044,Ahmad Maulana,Bezuri,58,INA
200044,Denisa,Chladkova,58,CZE
200045,Anthony,Susanto,74,INA
200045,Tara,Snyder,74,USA
200046,Panji,Untung Setiawan,99,INA
200046,Meghann,Shaughnessy,99,USA
200047,Roy Cahya,Setiabudi,97,INA
200047,Pavlina,Nola,97,NZL
200048,Igor,Perunov,18,RUS
200048,Elena,Likhovtseva,18,RUS
200049,Amer Mohamed,Abdo,15,YEM
200049,Conchita,Martinez,15,ESP
200050,Finn,Bass,63,GBR
200050,Sandra,Kleinova,63,CZE
200051,Zuxin,Zheng,33,CHN
200051,Irina,Spirlea,33,ROU
200052,Andrey,Pechkin,89,RUS
200052,Olga,Barabanschikova,89,BLR
200053,Jeremiah,Gonzalez,73,USA
200053,Lubomira,Bacheva,73,BUL
200054,Christian,Felline,35,ITA
200054,Sylvia,Plischke,35,AUT
200055,Rui Xuan,Wang,100,CHN
200055,Mariana,Diaz Oliva,100,ARG
200056,Christian Alvin,Edison,97,INA
200056,Jelena,Kostanic Tosic,97,CRO
200057,Seif,Adas,67,JOR
200057,Erika,De Lone,67,USA
200059,Yibing,Wu,20,CHN
200059,Ruxandra,Dragomir Ilie,20,ROU
200060,Jean Daniel,Kehyayan,81,BRA
200060,Tathiana,Garbin,81,ITA
200061,Anders,Grinderslev,53,DEN
200061,Gala,Leon Garcia,53,ESP
200062,Boris,Fassbender,55,FRA
200062,Kristina,Brandi,55,PUR
200063,Ruy,Guedes Teixeira,40,BRA
200063,Tatiana,Panova,40,RUS
200064,Athanasios,Zannias,11,GRE
200064,Amanda,Coetzer,11,RSA
200065,Stamatis,Kapiris,10,GRE
200065,Amelie,Mauresmo,10,FRA
200066,Giulio,Siri,52,ITA
200066,Cristina,Torrens Valero,52,ESP
200067,Jack W,Van Slyke,21,CAN
200067,Patty,Schnyder,21,SUI
200068,Maitreya,Bhagat,79,IND
