id,name,surname,rank,country
100656,Ivan,Lendl,1,USA
101414,Boris,Becker,2,GER
101222,Stefan,Edberg,3,SWE
100763,Brad,Gilbert,4,USA
100581,John,Mcenroe,5,USA
102021,Michael,Chang,6,USA
101381,Aaron,Krickstein,7,USA
101736,Andre,Agassi,8,USA
101309,Jay,Berger,9,USA
101606,Alberto,Mancini,10,ARG
101073,Martin,Jaite,11,ARG
100689,Tim,Mayotte,12,USA
101062,Mats,Wilander,13,SWE
100653,Andres,Gomez,14,ECU
101391,Carl Uwe,Steeb,15,GER
100284,Jimmy,Connors,16,USA
101142,Emilio,Sanchez,17,ESP
101511,Horst,Skoff,18,AUT
101230,Andrei,Chesnokov,19,RUS
100529,Kevin,Curren,20,USA
100676,Yannick,Noah,21,FRA
101793,Jim,Courier,22,USA
101036,Miloslav,Mecir,23,SVK
100870,Christo,Van Rensburg,24,RSA
101843,Sergi,Bruguera,25,ESP
101409,Jaime,Yzaga,26,PER
100829,Jan,Gunnarsson,27,SWE
101084,Jakob,Hlasek,28,SUI
101964,Goran,Ivanisevic,29,CRO
101649,Guillermo,Perez Roldan,30,ARG
101026,Jim,Grabb,31,USA
101320,Magnus,Gustafsson,32,SWE
101063,Jordi,Arrese,33,ESP
101404,Thomas,Muster,34,AUT
101086,Ronald,Agenor,35,USA
100923,Wally,Masur,36,AUS
100772,Kelly,Evernden,37,NZL
101382,Marcelo,Filippini,38,URU
101195,Amos,Mansdorf,39,ISR
100757,Anders,Jarryd,40,SWE
101298,Jonas,Svensson,41,SWE
101124,Paolo,Cane,42,ITA
101030,Goran,Prpic,43,CRO
100954,Luiz,Mattar,44,BRA
101439,Javier,Sanchez,45,ESP
100810,Paul,Chamberlin,46,USA
101190,Darren,Cahill,47,AUS
101117,Eric,Jelen,48,GER
101334,Alexander,Volkov,49,RUS
101609,David,Wheaton,50,USA
100901,Paul,Annacone,51,USA
100855,Scott,Davis,52,USA
100972,Todd,Witsken,53,USA
101481,Omar,Camporese,54,ITA
101098,Guy,Forget,55,FRA
101004,Jim,Pugh,56,USA
101337,Martin,Strelba,57,CZE
101191,Richey,Reneberg,58,USA
101507,Tomas,Carbonell,59,ESP
100944,Mikael,Pernfors,60,SWE
101948,Pete,Sampras,61,USA
100752,Ramesh,Krishnan,62,IND
101440,Mark,Koevermans,63,NED
100809,Juan,Aguilera,64,ESP
101080,Lawson,Duncan,65,USA
101354,Andrew,Sznajder,66,CAN
101393,Jens,Woehrmann,67,GER
100628,Michiel,Schapers,68,NED
101120,Karel,Novacek,69,CZE
101820,Marc,Rosset,70,SUI
101232,Nicklas,Kroon,71,SWE
101185,Mark,Woodforde,72,AUS
101772,Andrei,Cherkasov,73,RUS
101179,Jean Philippe,Fleurian,74,FRA
100990,Milan,Srejber,75,CZE
101235,Paul,Haarhuis,76,NED
100967,Dan,Goldie,77,USA
101686,Franco,Davin,78,ARG
101196,Derrick,Rostagno,79,USA
101434,Petr,Korda,80,CZE
100532,Johan,Kriek,81,USA
100946,Slobodan,Zivojinovic,82,YUG
100747,Glenn,Layendecker,83,USA
101131,Jimmy,Brown,84,USA
101106,Peter,Lundgren,85,SWE
101066,Richard,Matuszewski,86,USA
100844,Jerome,Potier,87,FRA
101061,Jimmy,Arias,88,USA
100837,Jeremy,Bates,89,GBR
101344,Bruno,Oresar,90,CRO
101727,Jason,Stoltenberg,91,AUS
101809,Nicolas,Pereira,92,VEN
100618,Leif,Shiras,93,USA
100920,Robert,Seguso,94,USA
101071,Tom,Nijssen,95,NED
101234,Patrik,Kuhnen,96,GER
101233,Alex,Antonitsch,97,AUT
101178,Pieter,Aldrich,98,RSA
100800,Diego,Perez,99,URU
101387,Claudio,Pistolesi,100,ITA
101735,Richard,Fromberg,89,AUS
101529,Michael,Stich,90,GER
101274,Udo,Riglewski,96,GER
101284,Lars Anders,Wahlgren,99,SWE
101332,Gilad,Bloom,100,ISR
101377,Christian,Bergstrom,100,SWE
101421,Veli,Paloheimo,81,FIN
100607,Eduardo,Bengoechea,84,ARG
101096,Gary,Muller,98,RSA
100939,Joey,Rive,99,USA
100713,John,Fitzgerald,87,AUS
100652,Cassio,Motta,90,BRA
101119,Marian,Vajda,96,SVK
101205,Grant,Connell,97,CAN
101256,Mark,Kratzmann,60,AUS
102000,Aki,Rahunen,85,FIN
100631,Tim,Wilkison,95,USA
100962,Thomas,Hogstedt,96,SWE
101971,Johan,Anderson,91,AUS
100942,Thierry,Tulasne,79,FRA
101460,Jose Francisco,Altur,88,ESP
101767,Lars,Jonsson,99,SWE
101613,Malivai,Washington,92,USA
102148,Fabrice,Santoro,95,FRA
100936,Henri,Leconte,71,FRA
101022,Kelly,Jones,94,USA
101243,Roberto,Azar,94,ARG
101285,Thierry,Champion,95,FRA
101723,Magnus,Larsson,74,SWE
100815,David,Pate,97,USA
101109,Tarik,Benhabiles,84,FRA
101242,Brad,Pearce,83,USA
101532,Francisco,Clavet,84,ESP
101358,Olivier,Delaitre,90,FRA
101276,Horacio,De La Pena,86,ARG
101746,Renzo,Furlan,96,ITA
101900,Nicklas,Kulti,94,SWE
101889,Todd,Woodbridge,73,AUS
101214,Bryan,Shelton,97,USA
101138,Pat,Cash,89,AUS
101469,Brian,Garrow,94,USA
101312,Robbie,Weiss,85,USA
101462,Francisco,Roig,100,ESP
101703,Guillaume,Raoux,81,FRA
101123,Alexander,Mronz,85,GER
101750,Cristiano,Caratti,98,ITA
101265,Patrick,Mcenroe,55,USA
101990,Richard,Krajicek,94,NED
101955,Luis,Herrera,100,MEX
101733,Jan,Siemerink,98,NED
101761,Jaime,Oncins,99,BRA
101133,Patrick,Baur,95,GER
101965,Wayne,Ferreira,95,RSA
101731,Nuno,Marques,100,POR
100995,Eduardo,Masso,99,BEL
101543,Jeff,Tarango,94,USA
101924,Stefano,Pescosolido,97,ITA
101412,Shuzo,Matsuoka,99,JPN
101611,Cedric,Pioline,100,FRA
101642,Bart,Wuyts,89,BEL
101432,Dimitri,Poliakov,93,UKR
101500,Christian,Saceanu,80,GER
101797,Jacco,Eltingh,89,NED
101549,Rodolphe,Gilbert,91,FRA
101318,Javier,Frana,95,ARG
102001,German,Lopez,98,ESP
101482,Markus,Zoecke,100,GER
101249,Andrei,Olhovskiy,100,RUS
101717,Diego,Nargiso,99,ITA
101475,Carlos,Costa,81,ESP
101725,Gabriel,Markus,86,ARG
101589,Arnaud,Boetsch,92,FRA
101719,Frederic,Fontang,96,FRA
101150,Gianluca,Pozzi,88,ITA
101237,Danilo,Marcelino,91,BRA
101914,Lars,Koslowski,83,GER
101368,Christian,Miniussi,83,ARG
101174,Fernando,Roese,99,BRA
101373,Karsten,Braasch,80,GER
101685,Markus,Naewie,92,GER
101154,Simon,Youl,85,AUS
101126,Chris,Pridham,99,CAN
101147,Claudio,Mezzadri,93,SUI
101374,Leonardo,Lavalle,96,MEX
101016,Marcos Aurelio,Gorriz,97,ESP
101835,Arne,Thoms,99,GER
101660,Francisco,Montana,100,USA
101776,Sandon,Stolle,91,AUS
101647,Byron,Black,100,ZIM
101890,Jonathan,Stark,98,USA
102446,Andrei,Medvedev,99,UKR
101510,Henrik,Holm,68,SWE
101463,Bernd,Karbacher,83,GER
101774,Todd,Martin,93,USA
101582,Gilbert,Schaller,97,AUT
102202,Kenneth,Carlsen,75,DEN
102358,Thomas,Enqvist,100,SWE
102154,Marcos,Ondruska,94,RSA
101920,Jamie,Morgan,98,AUS
102374,Alex,Corretja,83,ESP
