id,name,surname,rank,country
100437,Bjorn,Borg,1,SWE
100581,John,Mcenroe,2,USA
100284,Jimmy,Connors,3,USA
100282,Guillermo,Vilas,4,ARG
100428,Gene,Mayer,5,USA
100656,Ivan,Lendl,6,USA
100286,Harold,Solomon,7,USA
100555,Jose Luis,Clerc,8,ARG
100342,Vitas,Gerulaitis,9,USA
100586,Eliot,Teltscher,10,USA
100261,Brian,Gottfried,11,USA
100232,Eddie,Dibbs,12,USA
100255,Roscoe,Tanner,13,USA
100446,John,Sadri,14,USA
100280,Wojtek,Fibak,15,POL
100339,Victor,Amaya,16,USA
100360,Brian,Teacher,17,USA
100532,Johan,Kriek,18,USA
100321,Vijay,Amritraj,19,IND
100144,Robert,Lutz,20,USA
100676,Yannick,Noah,21,FRA
100332,Balazs,Taroczy,22,HUN
100297,Corrado,Barazzutti,23,ITA
100434,Tomas,Smid,23,CZE
100579,Heinz,Gunthardt,25,SUI
100452,Bill,Scanlon,26,USA
100611,Mel,Purcell,27,USA
100126,Stan,Smith,28,USA
100300,Jose,Higueras,29,ESP
100417,Hans,Gildemeister,30,CHI
100395,Victor,Pecci,31,PAR
100214,Adriano,Panatta,32,ITA
100356,Paul,Mcnamee,33,AUS
100309,Raul,Ramirez,34,MEX
100362,Peter,Fleming,35,USA
100273,Kim,Warwick,36,AUS
100769,Mario,Martinez,37,BOL
100403,Rolf,Gehring,38,GER
100383,Peter,Mcnamara,39,AUS
100203,Phil,Dent,40,AUS
100655,Fritz,Buehning,41,USA
100502,Vincent,Van Patten,42,USA
100285,Rod,Frawley,43,AUS
100653,Andres,Gomez,44,ECU
100376,Buster C,Mottram,45,GBR
100252,Tim,Gullikson,46,USA
100372,Trey,Waltke,47,USA
100486,Christophe Roger,Vasselin,48,FRA
100380,Butch,Walts,49,USA
100393,Marcos,Hocevar,50,BRA
100276,Terry,Moor,51,USA
100272,Sandy,Mayer,52,USA
100345,Pat,Dupre,53,USA
100752,Ramesh,Krishnan,53,IND
100099,Thomaz,Koch,56,BRA
100515,Shlomo,Glickstein,57,ISR
100173,Andrew,Pattison,58,USA
100174,Manuel,Orantes,58,ESP
100354,Bernard,Mitton,60,RSA
100600,Pascal,Portes,61,FRA
100221,Carlos,Kirmayr,62,BRA
100253,Tom,Gullikson,64,USA
100411,Pavel,Slozil,65,CZE
100474,Chris,Lewis Nzl,66,NZL
100453,Jose Luis,Damiani,67,URU
100667,Per,Hjertquist,68,SWE
100249,Paolo,Bertolucci,69,ITA
100536,Fernando,Luna,70,ESP
107413,Jorge,Cano,71,ARG
100535,Tony,Giammalva,72,USA
100526,Ricardo,Ycaza,73,ECU
100402,Francisco,Gonzalez,74,PAR
100315,Hank,Pfister,75,USA
100326,Russell,Simpson,76,NZL
100259,Peter,Feigl,77,AUT
100630,Gustavo,Guerrero,78,ARG
100119,Ilie,Nastase,79,ROU
100422,Bruce,Manson,79,USA
100456,Ferdi,Taygan,81,USA
100443,Christophe,Freyss,82,FRA
100607,Eduardo,Bengoechea,83,ARG
100116,Sherwood,Stewart,84,USA
100631,Tim,Wilkison,85,USA
100115,Jaime,Fillol,86,CHI
