id,name,ace,df,1stWon,2ndWon,bpSaved,bpLost,matches,hard,clay,grass,Y1,Y2
101723,Magnus Larsson,0.0803458661226075,0.0268143398426114,0.7296458375737839,0.5527202696196437,0.6330904414916416,0.390161472024033,419,77,83,63,-1.1766967325832016,-0.2926699942438693
101414,Boris Becker,0.1225855468864147,0.0560474562403202,0.7949475399816645,0.5788974885484126,0.6551240056153487,0.4006420545746388,450,95,44,156,-2.279308968036678,0.6157573941650214
100946,Slobodan Zivojinovic,0.1881188118811881,0.0396039603960396,0.8035714285714286,0.6,0.9,0.5,1,1,0,0,-3.802158176181828,0.1359549138723307
101256,Mark Kratzmann,0.0952380952380952,0.0238095238095238,0.8536585365853658,0.5555555555555556,0.5,0.0999999999999999,1,0,0,0,-1.7740541718992129,0.5608864811018712
101234,Patrik Kuhnen,0.1111111111111111,0.0185185185185185,0.7741935483870968,0.6153846153846154,1.0,0.5,1,1,0,0,-2.6911648924545344,-1.1279471472335936
101421,Veli Paloheimo,0.0333333333333333,0.0333333333333333,0.5945945945945946,0.0,0.5,0.0,1,0,0,0,1.1045144402089828,0.4809289079581731
101889,Todd Woodbridge,0.0357699837409164,0.0539536118392673,0.6905137449301487,0.5447782014321585,0.5847033595425304,0.4183309557774608,382,113,19,63,-0.2366791800279052,-0.0492973448410116
101703,Guillaume Raoux,0.0405405405405405,0.0405405405405405,0.6666666666666666,0.9090909090909092,0.625,0.0,1,0,0,0,-0.4622905648919815,0.0711591860303082
101274,Udo Riglewski,0.0555555555555555,0.0277777777777777,0.825,0.7142857142857143,0.875,0.5,1,1,0,0,-2.011839663391738,-1.1197891436373202
101843,Sergi Bruguera,0.0508327456192697,0.0221070905441328,0.6976840174271955,0.5428410768257539,0.595861229458308,0.4553978712620374,545,76,203,40,-0.4839039984191225,-0.6610647703105167
102148,Fabrice Santoro,0.0327868852459016,0.0163934426229508,0.7111111111111111,0.0,0.7777777777777778,0.375,1,1,0,0,-0.170612767885373,-0.9074072778637589
101285,Thierry Champion,0.0161290322580645,0.0,0.4444444444444444,0.0,0.625,0.2222222222222222,1,0,0,0,1.96274570602009,-1.043204925964215
101900,Nicklas Kulti,0.0652173913043478,0.0,0.8181818181818182,0.5,1.0,0.5714285714285714,1,1,0,0,-2.159263476192985,-1.8852757990822624
102000,Aki Rahunen,0.0,0.0851063829787234,0.7272727272727273,1.0,0.4285714285714285,0.0,1,0,0,0,0.0440736282911721,1.0797446016696943
101529,Michael Stich,0.0993295542830834,0.0481397289442638,0.7783995523223279,0.5899843505477308,0.6606606606606606,0.4037711313394018,487,95,79,122,-1.8540647435753883,0.2386778144267032
101179,Jean Philippe Fleurian,0.03125,0.0,0.6428571428571429,0.7692307692307693,0.7777777777777778,0.0,1,0,0,0,-0.3228837069419903,-1.1008401892883053
101332,Gilad Bloom,0.0166666666666666,0.0,0.6704545454545454,0.0,0.7857142857142857,0.4444444444444444,1,1,0,0,0.2905102611530214,-1.5221985599705294
101776,Sandon Stolle,0.0839694656488549,0.1297709923664122,0.7536231884057971,0.68,0.5555555555555556,0.2142857142857143,1,0,0,0,-1.4240976701809216,2.2396697981007385
101727,Jason Stoltenberg,0.0674829649614333,0.0458994846252291,0.7307668990603213,0.5386142186936124,0.6025336500395883,0.4162643891570738,383,99,44,52,-0.9516956800229064,0.031376301853949
101797,Jacco Eltingh,0.0924761127382724,0.0470543045085706,0.7337767808801918,0.5534163288940359,0.6211401425178147,0.3590462833099579,268,35,34,48,-1.3758753372610348,0.2924380509166802
101061,Jimmy Arias,0.0158730158730158,0.0476190476190476,0.6190476190476191,0.6153846153846154,0.6666666666666666,0.6,1,1,0,0,0.2084843252289469,-0.8606438517189049
101511,Horst Skoff,0.0411372299872935,0.0380400254129606,0.6596177307848718,0.5439153439153439,0.5680245964642583,0.4138204924543288,192,8,69,6,-0.0815364102450516,-0.318951333878864
101185,Mark Woodforde,0.0580605709504039,0.0452511988671108,0.7152699344928846,0.5505232314776057,0.617949627527492,0.395221843003413,412,109,31,65,-0.7610510507298928,-0.0721862080342309
101440,Mark Koevermans,0.0597014925373134,0.0746268656716417,0.7428571428571429,1.0,0.6666666666666666,0.25,1,0,0,0,-1.4402123974430032,0.4806577471131502
101441,Martin Sinner,0.0125,0.05,0.6818181818181818,0.55,0.8,0.3,1,1,0,0,-0.2560419733924233,-0.5791535215096496
101117,Eric Jelen,0.0434782608695652,0.0579710144927536,0.6666666666666666,1.0,0.7,0.1999999999999999,1,0,0,0,-0.8006970699618626,-0.040331295905369
101235,Paul Haarhuis,0.0565402946948693,0.0283168748637114,0.6967080971449373,0.5436673916680609,0.6046511627906976,0.425974025974026,439,99,43,71,-0.5829641467985087,-0.4636295105998739
101242,Brad Pearce,0.0,0.0136986301369863,0.5333333333333333,0.8,0.5,1.0,1,0,0,0,1.0734386919906704,-2.0965336987995262
101793,Jim Courier,0.0637226221668235,0.0325354226552364,0.7423469387755102,0.5814750036437837,0.6330690826727067,0.4277836134453782,534,212,70,68,-1.0458203433961426,-0.363143608293314
101123,Alexander Mronz,0.1011235955056179,0.0224719101123595,0.7058823529411765,0.9230769230769232,0.7333333333333333,0.5,1,0,0,0,-1.885320687191191,-0.7775468333965903
101320,Magnus Gustafsson,0.0330840327900976,0.0445801626441098,0.6776162357961594,0.5713028169014085,0.5982690227190768,0.4391025641025641,428,48,145,63,-0.1653696813516334,-0.3442428629324935
101377,Christian Bergstrom,0.0319148936170212,0.0212765957446808,0.6607142857142857,0.5714285714285714,0.5,0.1999999999999999,1,1,0,0,0.2282603649111136,-0.2892547647382187
101772,Andrei Cherkasov,0.0304886873462299,0.0295238554681846,0.6586615433877682,0.5319148936170213,0.5777568331762488,0.4104515474378488,287,51,36,28,0.0831366898156156,-0.586957806917356
101265,Patrick McEnroe,0.0175438596491228,0.0350877192982456,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.4545454545454546,1,1,0,0,-0.423186222785692,-1.2122388642512945
101214,Bryan Shelton,0.0769230769230769,0.0615384615384615,0.6875,1.0,0.5454545454545454,0.1666666666666666,1,0,0,0,-1.0958033734463632,0.6717532598508354
101432,Dimitri Poliakov,0.0082644628099173,0.0330578512396694,0.6125,0.0,0.7407407407407407,0.5625,1,1,0,0,0.7671378611690625,-1.0366060472029524
100790,Bruce Derlin,0.0,0.0,0.4556962025316455,1.0,0.4375,0.2592592592592593,1,0,0,0,1.6425047454130484,-1.293505613000937
101439,Javier Sanchez,0.0329670329670329,0.0109890109890109,0.5882352941176471,0.0,0.5454545454545454,0.6,1,1,0,0,0.9611420211394092,-0.979632231337651
100857,Sergio Casal,0.0465116279069767,0.0116279069767441,0.6229508196721312,0.0,0.4,0.4545454545454546,1,0,0,0,0.8872565963229977,-0.3215437922327679
101735,Richard Fromberg,0.05,0.0333333333333333,0.6944444444444444,0.9090909090909092,0.625,0.4615384615384615,1,1,0,0,-0.8452622842219477,-0.6747874845930671
101955,Luis Herrera,0.0303030303030303,0.0151515151515151,0.425,0.7692307692307693,0.5384615384615384,0.375,1,0,0,0,1.3241971662739915,-1.0426310268477543
101119,Marian Vajda,0.0253164556962025,0.0379746835443038,0.6,0.4347826086956521,0.8461538461538461,0.5,1,1,0,0,0.0054543685551769,-1.1321959344441692
101532,Francisco Clavet,0.0215801429442074,0.0305280070918056,0.6521682283721943,0.5593656592494188,0.5771736052109884,0.4370576339737108,482,57,200,14,0.2216092789836813,-0.691620509642491
100752,Ramesh Krishnan,0.0259740259740259,0.0129870129870129,0.5178571428571429,0.0,0.4,0.35,1,1,0,0,1.8096420906509376,-0.377589993145674
101601,Brett Steven,0.0186915887850467,0.0654205607476635,0.5774647887323944,1.0,0.65,0.6,1,0,0,0,0.0821146139671889,-0.6467052996103274
100954,Luiz Mattar,0.0158730158730158,0.0158730158730158,0.7105263157894737,0.6666666666666666,0.8571428571428571,0.6,1,1,0,0,-0.7016325576774116,-1.8536838357556125
100772,Kelly Evernden,0.032258064516129,0.0161290322580645,0.675,1.0,0.4,0.1428571428571429,1,0,0,0,-0.0077934879040021,-0.2897828269060333
101481,Omar Camporese,0.0710916442048517,0.0328167115902965,0.7351658517245936,0.5298628520867129,0.6102189781021898,0.4269005847953216,205,26,25,37,-1.0221863221249403,-0.2345413895976014
101469,Brian Garrow,0.0238095238095238,0.0238095238095238,0.4827586206896552,0.0,0.3333333333333333,1.0,1,0,0,0,2.028602834986542,-1.0382461005837968
101482,Markus Zoecke,0.046875,0.046875,0.7692307692307693,0.6923076923076923,1.0,0.5,1,1,0,0,-1.8253638363209577,-1.079918598805097
101888,Daniel Vacek,0.04,0.02,0.6666666666666666,1.0,0.5,0.0,1,0,0,0,-0.2519646231239194,-0.1449148779071803
101312,Robbie Weiss,0.0551181102362204,0.0629921259842519,0.7088607594936709,0.7894736842105263,0.8666666666666667,0.4545454545454546,1,1,0,0,-1.4275497014801128,-0.4368340483396593
101746,Renzo Furlan,0.0408515932812608,0.0227068500725789,0.6731093904639925,0.5252142534957149,0.5677487649964714,0.4205286646069344,414,47,106,32,-0.1183313941049046,-0.6277711400723197
100962,Thomas Hogstedt,0.0357142857142857,0.0476190476190476,0.6724137931034483,1.0,0.7272727272727273,0.4285714285714286,1,1,0,0,-0.8078440497095091,-0.7075559315120712
101120,Karel Novacek,0.0782829316200843,0.0288496951344273,0.7338269120184013,0.5371201305323271,0.6196977084349098,0.3979947689625108,335,35,105,41,-1.1341444595191683,-0.2408720060522487
