Y1,Y2
2.574330573958597,0.7827375233592228
1.530400374947184,0.15160417249673408
-1.9080546288979918,2.112752580666957
0.26797858790664086,0.6342453284729667
-0.8999130537189695,1.0737560632049328
-0.4271477110991922,-0.7414987877929661
1.2567241560116502,0.9945313562600446
-0.5262342059605968,0.14805891078943495
0.9772827865726021,-0.2417605059526208
-0.7546027512055903,-0.6063044681227999
-1.9338194440741088,-0.055674048328850256
0.7900001345663639,0.6170482111223496
-0.7313752456113546,0.46651057179889205
-0.13852140653371953,1.4500945467793656
-0.8728272388727251,1.080194083602992
1.1380547724647472,-0.07125108432248754
-0.013130382509349359,1.097884605300791
-0.9844534610343039,0.5558316811424536
-1.3809222713450615,2.4471324405414814
-0.4972450990394138,-1.3604993375068657
-0.45918393307886357,0.7243630876191601
-0.08257766424745645,-0.3216590743971881
0.7968674273293301,-0.37717973108019964
2.7710664074231466,1.0704905878097641
-2.031476554937875,0.8345931119110256
-0.6176632020913919,-1.2891642749735677
-0.1312528371466548,0.010515425491105254
1.4137384417693386,1.112626327923869
0.3569225467416197,-1.1006853340199547
0.14939469302163622,-1.4891752588786933
0.06196964199588342,-1.1716277145698726
-0.06289579205096515,-0.2187939658731326
1.8951780910020315,0.3828492724272655
1.9967956453409368,0.39282860441788886
1.5360391358952272,0.34817225821701087
2.518798259636313,0.7937012357322896
0.87304731699782,1.205612745054688
0.14904447262409373,0.3620808083664547
1.3846344742851178,-0.014191760376099509
0.6387881587120162,-0.3208281516276626
2.2273498940857324,0.13504216979288597
1.6572189956028054,4.6255299854745155
-1.5658693404354924,0.8295737168655095
-0.4822237041046678,0.5056867753472599
1.2727441676231808,-0.18931499569086746
0.9784954052745737,-0.43471656838809114
0.2562585094318904,-2.0544602937746292
0.8449586671936029,0.6702700269647088
2.3849889287115484,0.2917432772388246
0.4646390193660844,1.1811961972784093
-0.12568744595912074,0.2679005233054579
1.0043281919483984,-0.15057741196081822
0.7410138845955818,0.19149251342711757
0.7037671909321889,-0.7195057167482687
-0.32806977106856655,0.17119791334791643
0.482915062713247,-0.22605531899604694
-0.9375120671873638,0.6784548000890424
1.8244424217847235,0.771441550173106
1.3586199090335171,0.22082861541724716
1.6440850445373665,0.6849129094715448
0.5652212985400995,1.188066160804431
1.0241362633345517,-0.09007720706361677
0.21687418626615482,1.262007553377598
1.6674702695260795,0.2144074589969904
1.54512834319624,0.36257934283971993
1.5113112083355302,3.095719182982236
-0.7161177150375522,0.02953067800209349
1.0068517989666081,-0.5725176973971623
1.355728289011934,-0.0791441780558952
2.823358117437492,-1.242811873130875
-0.33362325984672075,0.4219963093542661
-0.07459305842972234,0.632984440623259
1.0311290685964132,-0.6975610420691972
-0.5298136779209223,0.303808168804406
1.1216625561827553,0.5248325842600363
0.8591754613285032,0.12231135882621348
