id,name,ace,df,1stWon,2ndWon,bpSaved,bpLost,matches,hard,clay,grass,Y1,Y2
101723,Magnus Larsson,0.0807471339751829,0.0305097195624229,0.7288079606920187,0.5571013125835101,0.627979274611399,0.3875495880378394,511,105,93,71,-1.079710134980682,-0.180894031444341
101414,Boris Becker,0.1222122604505211,0.0564272105794015,0.7939438339438339,0.5780539557441648,0.657092355280601,0.3980253008330762,467,100,45,160,-2.010419256827243,0.7058313189430904
100946,Slobodan Zivojinovic,0.146112600536193,0.0388739946380697,0.7612293144208038,0.6007194244604317,0.6938775510204082,0.3928571428571429,14,3,0,0,-2.2476740754395785,0.4219982945564046
101256,Mark Kratzmann,0.0952380952380952,0.0238095238095238,0.8536585365853658,0.5555555555555556,0.5,0.0999999999999999,1,0,0,0,-1.5955356130819436,0.6453058338003506
101234,Patrik Kuhnen,0.1111111111111111,0.0185185185185185,0.7741935483870968,0.6153846153846154,1.0,0.5,1,1,0,0,-2.604812927171185,-0.9018792987020912
101421,Veli Paloheimo,0.0333333333333333,0.0333333333333333,0.5945945945945946,0.0,0.5,0.0,1,0,0,0,1.182007419076915,0.5053641296779764
101889,Todd Woodbridge,0.0360540811216825,0.0537571062476067,0.6876308182996113,0.5452207102555593,0.5819723618090452,0.4166666666666666,430,122,20,69,-0.1523512586081599,-0.0922346527606124
101703,Guillaume Raoux,0.0405405405405405,0.0405405405405405,0.6666666666666666,0.9090909090909092,0.625,0.0,1,0,0,0,-0.3361074697957285,-0.0208276949767053
101274,Udo Riglewski,0.0555555555555555,0.0277777777777777,0.825,0.7142857142857143,0.875,0.5,1,1,0,0,-2.004272209157392,-0.9574896637208796
101843,Sergi Bruguera,0.0516042021578648,0.0247491955328411,0.6968287695946759,0.5396161417322834,0.5922380336351876,0.4488800177422931,618,79,232,41,-0.477959987670663,-0.6119159003850592
102148,Fabrice Santoro,0.0392572864472832,0.0299131795543116,0.6700869428996632,0.5459306548415459,0.5947916666666667,0.4125326370757179,874,234,116,87,-0.1579043575534586,-0.5961428972898519
101285,Thierry Champion,0.0161290322580645,0.0,0.4444444444444444,0.0,0.625,0.2222222222222222,1,0,0,0,1.8440497335870392,-1.0924840248935856
101900,Nicklas Kulti,0.0652173913043478,0.0,0.8181818181818182,0.5,1.0,0.5714285714285714,1,1,0,0,-2.2393792274765625,-1.6109948855354126
102000,Aki Rahunen,0.0,0.0851063829787234,0.7272727272727273,1.0,0.4285714285714285,0.0,1,0,0,0,0.2328051997614544,0.8968452034061642
101529,Michael Stich,0.0993295542830834,0.0481397289442638,0.7783995523223279,0.5899843505477308,0.6606606606606606,0.4037711313394018,487,95,79,122,-1.6679665317256502,0.3062020741757914
101179,Jean Philippe Fleurian,0.03125,0.0,0.6428571428571429,0.7692307692307693,0.7777777777777778,0.0,1,0,0,0,-0.3483851231109263,-1.0950116197275468
101332,Gilad Bloom,0.0166666666666666,0.0,0.6704545454545454,0.0,0.7857142857142857,0.4444444444444444,1,1,0,0,0.1301414495576801,-1.3386053357931724
101776,Sandon Stolle,0.0839694656488549,0.1297709923664122,0.7536231884057971,0.68,0.5555555555555556,0.2142857142857143,1,0,0,0,-0.9794420281188864,2.217381641854934
101727,Jason Stoltenberg,0.0681620392465118,0.0455068639285814,0.7300610476565577,0.5424249068186802,0.6008362817626246,0.4148652650281315,468,126,56,58,-0.8464974713859698,0.0363870635261377
101797,Jacco Eltingh,0.0924761127382724,0.0470543045085706,0.7337767808801918,0.5534163288940359,0.6211401425178147,0.3590462833099579,268,35,34,48,-1.198972072038452,0.318183533733366
101061,Jimmy Arias,0.0253023255813953,0.0381395348837209,0.6317349137931034,0.5588437715072264,0.5789473684210527,0.4174573055028463,72,25,10,0,0.2685643097356124,-0.5910229758597579
101511,Horst Skoff,0.0411372299872935,0.0380400254129606,0.6596177307848718,0.5439153439153439,0.5680245964642583,0.4138204924543288,192,8,69,6,-0.0521968851551069,-0.3905643075805526
101185,Mark Woodforde,0.0577392011147236,0.0441825359962842,0.71129855043184,0.5502096835684331,0.616866708780796,0.3941267387944358,451,119,32,67,-0.6422571046739363,-0.0997146143766063
101440,Mark Koevermans,0.0597014925373134,0.0746268656716417,0.7428571428571429,1.0,0.6666666666666666,0.25,1,0,0,0,-1.2205891396099358,0.4205940612304157
101441,Martin Sinner,0.0125,0.05,0.6818181818181818,0.55,0.8,0.3,1,1,0,0,-0.2357189221213157,-0.5147700375986106
101117,Eric Jelen,0.0434782608695652,0.0579710144927536,0.6666666666666666,1.0,0.7,0.1999999999999999,1,0,0,0,-0.6599094264917791,-0.1388426740142033
101235,Paul Haarhuis,0.0566282081469272,0.0283435366140805,0.6971986459304322,0.5421915854528168,0.6062683643486778,0.4200069710700592,462,103,43,73,-0.5565046948044741,-0.4746274488366894
101242,Brad Pearce,0.0,0.0136986301369863,0.5333333333333333,0.8,0.5,1.0,1,0,0,0,0.8206014315128787,-2.429783691537289
101793,Jim Courier,0.064549713690786,0.0322069574270647,0.7421081376297105,0.5827719275295964,0.635036496350365,0.4228011472275335,595,230,76,77,-0.9996733695129008,-0.3402141922055759
101123,Alexander Mronz,0.1011235955056179,0.0224719101123595,0.7058823529411765,0.9230769230769232,0.7333333333333333,0.5,1,0,0,0,-1.794788199857697,-0.821269309346401
101320,Magnus Gustafsson,0.0371685058003446,0.0459140365768963,0.6815883050177796,0.5709915880703543,0.598989048020219,0.4321394910461829,538,61,169,83,-0.208573261328637,-0.3226184076979133
