id,name,ace,df,1stWon,2ndWon,bpSaved,bpLost,matches,hard,clay,grass,Y1,Y2
214544,Aryna Sabalenka,0.0678357175819104,0.0641439778495616,0.7076566125290024,0.5909712722298222,0.625,0.4758364312267658,32,14,11,0,-2.050443795506186,0.5632787313781462
206289,Maria Sakkari,0.0615748963883955,0.0544701006512729,0.6723618090452261,0.5564924114671164,0.6368159203980099,0.4331983805668016,25,12,4,0,-1.767545109323429,0.1675191310828137
206368,Veronika Kudermetova,0.0813953488372093,0.0465116279069767,0.675,0.6111111111111112,0.3333333333333333,0.5555555555555556,1,1,0,0,-1.2777079581626891,1.161591939747738
216146,Marta Kostyuk,0.0857142857142857,0.0857142857142857,0.6086956521739131,0.0,0.4444444444444444,0.6666666666666667,1,0,0,0,-0.400103886726166,1.6191774328147583
213550,Sofia Kenin,0.0248287671232876,0.0539383561643835,0.62,0.5706051873198847,0.6143790849673203,0.4140625,15,7,0,0,-0.8261367250964957,-0.451593974095315
214981,Elena Rybakina,0.0578512396694214,0.040495867768595,0.6662030598052852,0.5277777777777778,0.6106870229007634,0.4765625,17,6,2,0,-1.584489527697099,-0.0738122779679855
204427,Sara Sorribes Tormo,0.0,0.0,0.4464285714285714,0.0,0.2222222222222222,0.5833333333333333,1,0,0,0,2.339788111738227,-1.0563179473226003
202494,Elina Svitolina,0.0436179981634527,0.0376492194674012,0.6684615384615384,0.5141388174807198,0.5897435897435898,0.4848484848484848,28,13,6,0,-1.2994447879005002,-0.2734621098786847
201709,Yulia Putintseva,0.0444444444444444,0.0444444444444444,0.6363636363636364,0.8421052631578947,0.5833333333333334,0.4166666666666666,1,0,0,0,-1.498122448556307,-0.2438571564614498
202469,Garbine Muguruza,0.045910290237467,0.0343007915567282,0.6703557312252965,0.5765765765765766,0.6174863387978142,0.4858156028368794,31,21,3,0,-1.5105061885090123,-0.3762293346458829
202460,Ons Jabeur,0.0689655172413793,0.0517241379310344,0.5,0.6428571428571429,0.4444444444444444,0.6666666666666667,1,0,0,0,-0.3391788806647082,0.4400696028316527
214082,Darya Kasatkina,0.0,0.0892857142857142,0.65625,0.8181818181818182,0.625,1.0,1,0,0,0,-0.7192417365306897,0.1014218622925325
214461,Tamara Zidansek,0.0,0.0227272727272727,0.4375,0.0,0.5,0.0,1,0,0,0,1.4852953830335076,-1.613406336921248
214181,Anastasia Gasanova,0.0,0.0294117647058823,0.5098039215686274,0.0,0.4,0.5714285714285714,1,0,0,0,1.5186218789703585,-0.8410941353105984
211651,Paula Badosa,0.0632911392405063,0.1012658227848101,0.6739130434782609,0.0,0.3636363636363636,0.4,1,0,0,0,-0.239831440449144,1.827637628116925
206420,Ekaterina Alexandrova,0.0088495575221238,0.0707964601769911,0.576271186440678,0.6956521739130435,0.4615384615384615,0.2631578947368421,1,0,0,0,-0.0199636956522831,-0.1371903671670367
201465,Kirsten Flipkens,0.0609756097560975,0.0365853658536585,0.5172413793103449,0.8461538461538461,0.5833333333333334,0.7142857142857143,1,0,0,0,-0.9843088639521854,-0.2890501299754426
206252,Barbora Krejcikova,0.0344827586206896,0.0114942528735632,0.5932203389830508,0.7333333333333333,0.8125,0.1428571428571429,1,0,0,0,-1.7698292120431538,-1.804097954552128
221103,Cori Gauff,0.0151515151515151,0.0909090909090909,0.5135135135135135,0.7692307692307693,0.5384615384615384,0.3333333333333333,1,0,0,0,0.0186717284704454,0.0133004847249219
205925,Aliaksandra Sasnovich,0.0161290322580645,0.032258064516129,0.4666666666666667,0.0,0.5333333333333333,0.4285714285714286,1,0,0,0,1.104033324501539,-1.0508550646885184
201548,Ajla Tomljanovic,0.0470588235294117,0.0588235294117647,0.559322033898305,0.0,0.3636363636363636,0.5555555555555556,1,0,0,0,0.6452658213269379,0.6043709234764508
201435,Kateryna Bondarenko,0.0099009900990099,0.0495049504950495,0.6153846153846154,0.6,0.6428571428571429,0.1999999999999999,1,0,0,0,-0.7503482081227314,-0.9281398162716716
214096,Karolina Muchova,0.0465116279069767,0.0327695560253699,0.6612377850162866,0.584717607973422,0.5714285714285714,0.465648854961832,15,7,3,0,-1.3522914186170554,-0.3032086641731814
216016,Xiyu Wang,0.0943396226415094,0.0377358490566037,0.78125,0.8333333333333334,0.3333333333333333,0.0,1,0,0,0,-2.572424004397033,1.1826506384866866
201444,Su Wei Hsieh,0.0,0.0392156862745098,0.5555555555555556,0.0,0.4285714285714285,0.75,1,0,0,0,1.2373112746751935,-0.5625181149692139
220367,Leylah Annie Fernandez,0.0,0.1296296296296296,0.7142857142857143,0.0,0.2,0.3333333333333333,1,0,0,0,1.0493103458689992,1.9124199077217257
211095,Bernarda Pera,0.0079365079365079,0.1111111111111111,0.5769230769230769,0.8888888888888888,0.6,0.375,1,0,0,0,-0.5055674465473831,0.2662005442665779
201662,Karolina Pliskova,0.0904317386231038,0.0799299883313885,0.6786729857819905,0.547945205479452,0.5846153846153846,0.429951690821256,23,7,7,0,-2.041411120043904,1.222153947491359
201427,Alize Cornet,0.0144927536231884,0.0144927536231884,0.64,0.0,0.625,0.25,1,0,0,0,-0.2726475770700797,-1.34001539503896
213926,Bianca Turati,0.0,0.1290322580645161,0.6097560975609756,0.0,0.5,0.0,1,0,0,0,0.7186652256058873,0.750390289587725
201586,Heather Watson,0.08,0.06,0.7049180327868853,0.8421052631578947,0.5,0.3333333333333333,1,0,0,0,-2.2221618268953214,0.9108150895634004
201329,Vera Zvonareva,0.0188679245283018,0.0754716981132075,0.575,0.0,0.1666666666666666,0.5,1,0,0,0,1.5928260510613654,1.0288829812595552
