id,name,grandSlamFinals,grandSlamTitles,list
200414,Steffi Graf,16,12,"('Australian Open', 'Wimbledon', 'Wimbledon', 'Roland Garros', 'Wimbledon', 'US Open', 'Australian Open', 'Roland Garros', 'Wimbledon', 'US Open', 'Wimbledon', 'US Open')"
200652,Monica Seles,11,8,"('Australian Open', 'Roland Garros', 'US Open', 'Australian Open', 'Roland Garros', 'US Open', 'Australian Open', 'Australian Open')"
200001,Martina Hingis,5,4,"('Australian Open', 'Wimbledon', 'US Open', 'Australian Open')"
200017,Arantxa Sanchez Vicario,9,2,"('Roland Garros', 'US Open')"
200293,Martina Navratilova,3,1,"('Wimbledon',)"
200572,Gabriela Sabatini,2,1,"('US Open',)"
200539,Jana Novotna,4,1,"('Wimbledon',)"
200096,Mary Pierce,3,1,"('Australian Open',)"
200049,Conchita Martinez,2,1,"('Wimbledon',)"
200128,Lindsay Davenport,1,1,"('US Open',)"
200597,Mary Joe Fernandez,3,0,()
200404,Zina Garrison,1,0,()
200377,Helena Sukova,1,0,()
200081,Anke Huber,1,0,()
200748,Venus Williams,1,0,()
200097,Nathalie Tauziat,1,0,()
