id,name,year,position
100656,Ivan Lendl,"[1978, 1979, 1980, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989, 1981, 1990, 1991, 1992, 1993, 1994, 1995]","[70, 21, 6, 2, 1, 1, 1, 1, 1, 1, 1, 3, 1, 3, 4, 6, 15, 55]"
101222,Stefan Edberg,"[1983, 1984, 1985, 1986, 1987, 1988, 1989, 1990, 1991, 1992, 1993, 1994, 1995, 1996, 1997]","[52, 17, 5, 3, 2, 2, 3, 1, 1, 1, 2, 3, 7, 14, 14]"
101414,Boris Becker,"[1984, 1985, 1986, 1987, 1988, 1989, 1990, 1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000]","[55, 5, 2, 2, 4, 2, 2, 1, 3, 3, 3, 3, 3, 6, 51, 54, 131]"
101736,Andre Agassi,"[1985, 1986, 1987, 1988, 1989, 1990, 1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007]","[613, 89, 24, 3, 3, 4, 4, 6, 7, 2, 1, 1, 8, 4, 1, 1, 2, 2, 1, 4, 5, 7, 150]"
101793,Jim Courier,"[1987, 1988, 1989, 1990, 1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001]","[346, 43, 23, 14, 2, 1, 1, 2, 7, 7, 15, 21, 32, 36, 290]"
101948,Pete Sampras,"[1988, 1989, 1990, 1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]","[95, 56, 5, 5, 2, 1, 1, 1, 1, 1, 1, 1, 1, 3, 10, 13]"
101843,Sergi Bruguera,"[1988, 1989, 1990, 1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]","[332, 26, 22, 5, 11, 4, 3, 4, 11, 6, 8, 128, 84, 59, 106, 291]"
101990,Richard Krajicek,"[1989, 1990, 1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004]","[390, 129, 30, 10, 8, 15, 10, 7, 5, 5, 4, 8, 35, 112, 71, 147]"
102158,Patrick Rafter,"[1990, 1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002]","[707, 293, 202, 57, 20, 20, 52, 2, 2, 1, 13, 4, 6]"
102338,Yevgeny Kafelnikov,"[1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004]","[275, 98, 11, 4, 3, 3, 4, 1, 2, 4, 3, 17, 41]"
